node_id,n_seeds,mean_before,std_before,ci95_before,mean_after,std_after,ci95_after,delta_mean
web.app._secret_keys_present,5,3.893717098090521e-06,0.0,0.0,3.893717098090521e-06,0.0,0.0,0.0
channels.discord_bot.DiscordBot._cmd_compact,5,3.6577342436607932e-06,4.735058123106524e-22,5.879351200863657e-22,3.6577342436607932e-06,4.735058123106524e-22,5.879351200863657e-22,0.0
core.retrieval.chunker.chunk_text,5,3.5397428164459286e-06,4.735058123106524e-22,5.879351200863657e-22,3.5397428164459286e-06,4.735058123106524e-22,5.879351200863657e-22,0.0
core.session_store.SessionStore._msg_to_markdown,5,3.5397428164459286e-06,4.735058123106524e-22,5.879351200863657e-22,3.5397428164459286e-06,4.735058123106524e-22,5.879351200863657e-22,0.0
core.skillhub._normalize,5,3.5397428164459286e-06,4.735058123106524e-22,5.879351200863657e-22,3.5397428164459286e-06,4.735058123106524e-22,5.879351200863657e-22,0.0
templates.skills.data.pdf_protect.protect_pdf.encrypt_pdf,5,3.5397428164459286e-06,4.735058123106524e-22,5.879351200863657e-22,3.5397428164459286e-06,4.735058123106524e-22,5.879351200863657e-22,0.0
templates.skills.system.time.time_util._tz_offset,5,3.5397428164459286e-06,4.735058123106524e-22,5.879351200863657e-22,3.5397428164459286e-06,4.735058123106524e-22,5.879351200863657e-22,0.0
templates.skills.data.weather.weather.geocode,5,3.4217513892310636e-06,0.0,0.0,3.4217513892310636e-06,0.0,0.0,0.0
channels.telegram_bot.TelegramBot._transcribe_voice,5,3.362755675623632e-06,0.0,0.0,3.362755675623632e-06,0.0,0.0,0.0
onboard._validate_key,5,3.244764248408767e-06,4.735058123106524e-22,5.879351200863657e-22,3.244764248408767e-06,4.735058123106524e-22,5.879351200863657e-22,0.0
core.agent.Agent._maybe_auto_compact,5,3.185768534801335e-06,0.0,0.0,3.185768534801335e-06,0.0,0.0,0.0
core.session_store.SessionStore._path,5,3.185768534801335e-06,0.0,0.0,3.185768534801335e-06,0.0,0.0,0.0
daemon._read_meta,5,3.185768534801335e-06,0.0,0.0,3.185768534801335e-06,0.0,0.0,0.0
onboard._save_config,5,3.185768534801335e-06,0.0,0.0,3.185768534801335e-06,0.0,0.0,0.0
templates.skills.data.pdf_reader.read_pdf.extract_text,5,3.185768534801335e-06,0.0,0.0,3.185768534801335e-06,0.0,0.0,0.0
onboard._choose_provider,5,3.126772821193903e-06,4.735058123106524e-22,5.879351200863657e-22,3.126772821193903e-06,4.735058123106524e-22,5.879351200863657e-22,0.0
core.llm.openai_compatible,5,3.008781393979039e-06,0.0,0.0,3.008781393979039e-06,0.0,0.0,0.0
scheduler.cron,5,3.008781393979039e-06,0.0,0.0,3.008781393979039e-06,0.0,0.0,0.0
channels.discord_bot.DiscordBot._split_message,5,2.8317942531567425e-06,0.0,0.0,2.8317942531567425e-06,0.0,0.0,0.0
core.memory.manager.MemoryManager._merged_memories,5,2.8317942531567425e-06,0.0,0.0,2.8317942531567425e-06,0.0,0.0,0.0
core.persistent_agent.PersistentAgent._inject_memory_refresh,5,2.8317942531567425e-06,0.0,0.0,2.8317942531567425e-06,0.0,0.0,0.0
core.retrieval.sparse._tokenize,5,2.8317942531567425e-06,0.0,0.0,2.8317942531567425e-06,0.0,0.0,0.0
core.skillhub._download_skill_zip_async,5,2.8317942531567425e-06,0.0,0.0,2.8317942531567425e-06,0.0,0.0,0.0
daemon._cleanup_pid,5,2.8317942531567425e-06,0.0,0.0,2.8317942531567425e-06,0.0,0.0,0.0
main._build_parser,5,2.8317942531567425e-06,0.0,0.0,2.8317942531567425e-06,0.0,0.0,0.0
templates.skills.data.csv_analyzer.analyze.cmd_query,5,2.8317942531567425e-06,0.0,0.0,2.8317942531567425e-06,0.0,0.0,0.0
templates.skills.data.news.search_news.search_news,5,2.8317942531567425e-06,0.0,0.0,2.8317942531567425e-06,0.0,0.0,0.0
templates.skills.data.pdf_split.split_pdf.write_subset,5,2.8317942531567425e-06,0.0,0.0,2.8317942531567425e-06,0.0,0.0,0.0
templates.skills.data.youtube.youtube_info._extract_video_id,5,2.8317942531567425e-06,0.0,0.0,2.8317942531567425e-06,0.0,0.0,0.0
templates.skills.dev.code_runner.run_code.run_code,5,2.8317942531567425e-06,0.0,0.0,2.8317942531567425e-06,0.0,0.0,0.0
onboard._get_api_key,5,2.7727985395493104e-06,0.0,0.0,2.7727985395493104e-06,0.0,0.0,0.0
templates.skills.system.change_setting.update_config.show_config,5,2.713802825941878e-06,0.0,0.0,2.713802825941878e-06,0.0,0.0,0.0
templates.skills.dev.github.gh.cmd_create_issue,5,2.5958113987270137e-06,0.0,0.0,2.5958113987270137e-06,0.0,0.0,0.0
channels.telegram_bot.TelegramBot._build_image_input,5,2.47781997151215e-06,0.0,0.0,2.47781997151215e-06,0.0,0.0,0.0
core.agent.Agent._refresh_skill_registry,5,2.47781997151215e-06,0.0,0.0,2.47781997151215e-06,0.0,0.0,0.0
templates.skills.data.pdf_merge.merge_pdf.parse_page_selections,5,2.47781997151215e-06,0.0,0.0,2.47781997151215e-06,0.0,0.0,0.0
templates.skills.data.weather.weather.fetch_weather,5,2.47781997151215e-06,0.0,0.0,2.47781997151215e-06,0.0,0.0,0.0
templates.skills.web.summarize.summarize_url.summarize_text,5,2.47781997151215e-06,0.0,0.0,2.47781997151215e-06,0.0,0.0,0.0
templates.skills.data.pdf_convert.convert_pdf.parse_range,5,2.3598285442972857e-06,0.0,0.0,2.3598285442972857e-06,0.0,0.0,0.0
templates.skills.dev.github.gh.cmd_issues,5,2.2064396889179615e-06,0.0,0.0,2.2064396889179615e-06,0.0,0.0,0.0
onboard._optional_keys,5,2.182841403474989e-06,0.0,0.0,2.182841403474989e-06,0.0,0.0,0.0
config._deep_get,5,2.123845689867557e-06,0.0,0.0,2.123845689867557e-06,0.0,0.0,0.0
core.memory.storage.MemoryStorage._append_daily_log,5,2.123845689867557e-06,0.0,0.0,2.123845689867557e-06,0.0,0.0,0.0
daemon._ensure_dir,5,2.123845689867557e-06,0.0,0.0,2.123845689867557e-06,0.0,0.0,0.0
daemon._is_alive,5,2.123845689867557e-06,0.0,0.0,2.123845689867557e-06,0.0,0.0,0.0
onboard._channel_keys,5,2.123845689867557e-06,0.0,0.0,2.123845689867557e-06,0.0,0.0,0.0
scheduler.cron._default_jobs_path,5,2.123845689867557e-06,0.0,0.0,2.123845689867557e-06,0.0,0.0,0.0
web.app._mask_secrets,5,2.123845689867557e-06,0.0,0.0,2.123845689867557e-06,0.0,0.0,0.0
templates.skills.system.onboarding.write_identity._personality_description,5,2.0058542626526923e-06,0.0,0.0,2.0058542626526923e-06,0.0,0.0,0.0
templates.skills.dev.github.gh.cmd_pr,5,1.8524654072733685e-06,2.367529061553262e-22,2.9396756004318286e-22,1.8524654072733685e-06,2.367529061553262e-22,2.9396756004318286e-22,0.0
templates.skills.dev.github.gh.cmd_repo,5,1.8524654072733685e-06,2.367529061553262e-22,2.9396756004318286e-22,1.8524654072733685e-06,2.367529061553262e-22,2.9396756004318286e-22,0.0
channels.discord_bot.DiscordBot._cmd_reset,5,1.7698714082229643e-06,2.367529061553262e-22,2.9396756004318286e-22,1.7698714082229643e-06,2.367529061553262e-22,2.9396756004318286e-22,0.0
channels.telegram_bot.TelegramBot._keep_typing,5,1.7698714082229643e-06,2.367529061553262e-22,2.9396756004318286e-22,1.7698714082229643e-06,2.367529061553262e-22,2.9396756004318286e-22,0.0
core.agent._detail_log_dir,5,1.7698714082229643e-06,2.367529061553262e-22,2.9396756004318286e-22,1.7698714082229643e-06,2.367529061553262e-22,2.9396756004318286e-22,0.0
templates.skills.data.finance.fetch_quote.format_text,5,1.7698714082229643e-06,2.367529061553262e-22,2.9396756004318286e-22,1.7698714082229643e-06,2.367529061553262e-22,2.9396756004318286e-22,0.0
templates.skills.media.tts.speak._tts_edge,5,1.7698714082229643e-06,2.367529061553262e-22,2.9396756004318286e-22,1.7698714082229643e-06,2.367529061553262e-22,2.9396756004318286e-22,0.0
templates.skills.media.tts.speak._tts_gtts,5,1.7698714082229643e-06,2.367529061553262e-22,2.9396756004318286e-22,1.7698714082229643e-06,2.367529061553262e-22,2.9396756004318286e-22,0.0
templates.skills.data.weather.weather.format_forecast,5,1.6518799810080999e-06,0.0,0.0,1.6518799810080999e-06,0.0,0.0,0.0
templates.skills.system.onboarding.write_identity._focus_guidelines,5,1.6518799810080999e-06,2.367529061553262e-22,2.9396756004318286e-22,1.6518799810080999e-06,2.367529061553262e-22,2.9396756004318286e-22,0.0
templates.skills.data.youtube.youtube_info.get_info,5,1.5338885537932355e-06,0.0,0.0,1.5338885537932355e-06,0.0,0.0,0.0
templates.skills.data.youtube.youtube_info.search_youtube,5,1.5338885537932355e-06,0.0,0.0,1.5338885537932355e-06,0.0,0.0,0.0
templates.skills.dev.github.gh.cmd_repos,5,1.4984911256287759e-06,0.0,0.0,1.4984911256287759e-06,0.0,0.0,0.0
channels.discord_bot.DiscordBot._cmd_clear_files,5,1.4158971265783713e-06,0.0,0.0,1.4158971265783713e-06,0.0,0.0,0.0
channels.telegram_bot._clean_response,5,1.4158971265783713e-06,0.0,0.0,1.4158971265783713e-06,0.0,0.0,0.0
channels.whatsapp_bot.WhatsAppBot._register_file_sender,5,1.4158971265783713e-06,0.0,0.0,1.4158971265783713e-06,0.0,0.0,0.0
channels.whatsapp_bot._split_message,5,1.4158971265783713e-06,0.0,0.0,1.4158971265783713e-06,0.0,0.0,0.0
core.agent.Agent._check_dependencies,5,1.4158971265783713e-06,0.0,0.0,1.4158971265783713e-06,0.0,0.0,0.0
core.agent.Agent._has_user_identity,5,1.4158971265783713e-06,0.0,0.0,1.4158971265783713e-06,0.0,0.0,0.0
core.compaction._compaction_log_file,5,1.4158971265783713e-06,0.0,0.0,1.4158971265783713e-06,0.0,0.0,0.0
core.session_store._default_store_dir,5,1.4158971265783713e-06,0.0,0.0,1.4158971265783713e-06,0.0,0.0,0.0
